,"('G', 'G')","('G', 'J')","('G', 'H')","('G', 'E')","('G', 'F')","('G', 'D')","('G', 'A')","('G', 'C')","('G', 'I')","('G', 'B')","('J', 'G')","('J', 'J')","('J', 'H')","('J', 'E')","('J', 'F')","('J', 'D')","('J', 'A')","('J', 'C')","('J', 'I')","('J', 'B')","('H', 'G')","('H', 'J')","('H', 'H')","('H', 'E')","('H', 'F')","('H', 'D')","('H', 'A')","('H', 'C')","('H', 'I')","('H', 'B')","('E', 'G')","('E', 'J')","('E', 'H')","('E', 'E')","('E', 'F')","('E', 'D')","('E', 'A')","('E', 'C')","('E', 'I')","('E', 'B')","('F', 'G')","('F', 'J')","('F', 'H')","('F', 'E')","('F', 'F')","('F', 'D')","('F', 'A')","('F', 'C')","('F', 'I')","('F', 'B')","('D', 'G')","('D', 'J')","('D', 'H')","('D', 'E')","('D', 'F')","('D', 'D')","('D', 'A')","('D', 'C')","('D', 'I')","('D', 'B')","('A', 'G')","('A', 'J')","('A', 'H')","('A', 'E')","('A', 'F')","('A', 'D')","('A', 'A')","('A', 'C')","('A', 'I')","('A', 'B')","('C', 'G')","('C', 'J')","('C', 'H')","('C', 'E')","('C', 'F')","('C', 'D')","('C', 'A')","('C', 'C')","('C', 'I')","('C', 'B')","('I', 'G')","('I', 'J')","('I', 'H')","('I', 'E')","('I', 'F')","('I', 'D')","('I', 'A')","('I', 'C')","('I', 'I')","('I', 'B')","('B', 'G')","('B', 'J')","('B', 'H')","('B', 'E')","('B', 'F')","('B', 'D')","('B', 'A')","('B', 'C')","('B', 'I')","('B', 'B')"
46,,12.759999115462449,,13.341104266407502,,,10.904925124490397,,,,12.759999115462449,,,,,,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,,11.037260313668911,,13.094304566778266,,,7.278982756515468,13.85451747936807,,,,,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,,,,12.415504997598328,,11.394267984578835,,,,5.96716376833464,11.037260313668911,,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
47,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,,13.218025940068083,,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,,7.278982756515468,13.85451747936807,,,,,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,,5.96716376833464,11.037260313668911,,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
48,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,,,13.094304566778266,,11.394267984578835,,7.7787134167164185,
49,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
50,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,,,7.7787134167164185,
51,,,11.881619584333132,13.341104266407502,,,,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,11.881619584333132,,,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,,5.265359696838637,,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
52,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,,,11.394267984578835,,7.7787134167164185,
53,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
54,,,,13.341104266407502,,,,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
55,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,,13.094304566778266,,11.394267984578835,,7.7787134167164185,
56,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,,,13.094304566778266,,,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
57,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
58,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
59,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
60,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,,,,6.248261628532093,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,,,7.7787134167164185,
61,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,,,,6.248261628532093,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,,9.492090462838537,13.094304566778266,,,,7.7787134167164185,
62,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,,
63,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
64,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,,,11.394267984578835,,7.7787134167164185,
65,,12.759999115462449,,13.341104266407502,,,10.904925124490397,,,,12.759999115462449,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
66,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
67,,,,13.341104266407502,,,10.904925124490397,,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,10.449414806032166,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,10.449414806032166,,,7.7787134167164185,
68,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,10.449414806032166,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,10.449414806032166,,,7.7787134167164185,
69,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,,,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
70,,,,13.341104266407502,,,,12.297317866938178,,,,,,,,13.664836667552699,5.265359696838637,,,,,,,,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,,14.852215206607578,,5.788001980784582,,7.7787134167164185,,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
71,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
72,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
73,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
74,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
75,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
76,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
