,"('B', 'B')","('B', 'L')","('B', 'E')","('B', 'D')","('B', 'G')","('B', 'J')","('B', 'K')","('B', 'M')","('B', 'F')","('B', 'N')","('B', 'C')","('B', 'O')","('B', 'A')","('B', 'H')","('B', 'I')","('L', 'B')","('L', 'L')","('L', 'E')","('L', 'D')","('L', 'G')","('L', 'J')","('L', 'K')","('L', 'M')","('L', 'F')","('L', 'N')","('L', 'C')","('L', 'O')","('L', 'A')","('L', 'H')","('L', 'I')","('E', 'B')","('E', 'L')","('E', 'E')","('E', 'D')","('E', 'G')","('E', 'J')","('E', 'K')","('E', 'M')","('E', 'F')","('E', 'N')","('E', 'C')","('E', 'O')","('E', 'A')","('E', 'H')","('E', 'I')","('D', 'B')","('D', 'L')","('D', 'E')","('D', 'D')","('D', 'G')","('D', 'J')","('D', 'K')","('D', 'M')","('D', 'F')","('D', 'N')","('D', 'C')","('D', 'O')","('D', 'A')","('D', 'H')","('D', 'I')","('G', 'B')","('G', 'L')","('G', 'E')","('G', 'D')","('G', 'G')","('G', 'J')","('G', 'K')","('G', 'M')","('G', 'F')","('G', 'N')","('G', 'C')","('G', 'O')","('G', 'A')","('G', 'H')","('G', 'I')","('J', 'B')","('J', 'L')","('J', 'E')","('J', 'D')","('J', 'G')","('J', 'J')","('J', 'K')","('J', 'M')","('J', 'F')","('J', 'N')","('J', 'C')","('J', 'O')","('J', 'A')","('J', 'H')","('J', 'I')","('K', 'B')","('K', 'L')","('K', 'E')","('K', 'D')","('K', 'G')","('K', 'J')","('K', 'K')","('K', 'M')","('K', 'F')","('K', 'N')","('K', 'C')","('K', 'O')","('K', 'A')","('K', 'H')","('K', 'I')","('M', 'B')","('M', 'L')","('M', 'E')","('M', 'D')","('M', 'G')","('M', 'J')","('M', 'K')","('M', 'M')","('M', 'F')","('M', 'N')","('M', 'C')","('M', 'O')","('M', 'A')","('M', 'H')","('M', 'I')","('F', 'B')","('F', 'L')","('F', 'E')","('F', 'D')","('F', 'G')","('F', 'J')","('F', 'K')","('F', 'M')","('F', 'F')","('F', 'N')","('F', 'C')","('F', 'O')","('F', 'A')","('F', 'H')","('F', 'I')","('N', 'B')","('N', 'L')","('N', 'E')","('N', 'D')","('N', 'G')","('N', 'J')","('N', 'K')","('N', 'M')","('N', 'F')","('N', 'N')","('N', 'C')","('N', 'O')","('N', 'A')","('N', 'H')","('N', 'I')","('C', 'B')","('C', 'L')","('C', 'E')","('C', 'D')","('C', 'G')","('C', 'J')","('C', 'K')","('C', 'M')","('C', 'F')","('C', 'N')","('C', 'C')","('C', 'O')","('C', 'A')","('C', 'H')","('C', 'I')","('O', 'B')","('O', 'L')","('O', 'E')","('O', 'D')","('O', 'G')","('O', 'J')","('O', 'K')","('O', 'M')","('O', 'F')","('O', 'N')","('O', 'C')","('O', 'O')","('O', 'A')","('O', 'H')","('O', 'I')","('A', 'B')","('A', 'L')","('A', 'E')","('A', 'D')","('A', 'G')","('A', 'J')","('A', 'K')","('A', 'M')","('A', 'F')","('A', 'N')","('A', 'C')","('A', 'O')","('A', 'A')","('A', 'H')","('A', 'I')","('H', 'B')","('H', 'L')","('H', 'E')","('H', 'D')","('H', 'G')","('H', 'J')","('H', 'K')","('H', 'M')","('H', 'F')","('H', 'N')","('H', 'C')","('H', 'O')","('H', 'A')","('H', 'H')","('H', 'I')","('I', 'B')","('I', 'L')","('I', 'E')","('I', 'D')","('I', 'G')","('I', 'J')","('I', 'K')","('I', 'M')","('I', 'F')","('I', 'N')","('I', 'C')","('I', 'O')","('I', 'A')","('I', 'H')","('I', 'I')"
28,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
29,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
30,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
31,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
32,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
33,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
34,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
35,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,,,11.128490477670148,,,,,,8.056943309131281,,,,,,,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
36,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
37,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
38,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
39,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
40,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
41,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
42,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
43,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
44,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
45,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
46,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
47,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,,,,,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,,,,,,,4.39016893654157,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
48,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
49,,,,,,,,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
50,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
51,,,,,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
52,,,,8.63260406987797,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,8.63260406987797,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
53,,,,8.63260406987797,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,8.63260406987797,,,,,,,7.024386306169014,,,,,,,,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,,,,,,,,4.96921177879121,,,,
54,,,,8.63260406987797,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,8.63260406987797,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
55,,,,8.63260406987797,,,4.053949198627297,,,11.777919007789142,,,,,,,,,,,,,,8.056943309131281,,,,,10.329896434779279,,,,,,8.364480681578453,9.313011623133434,6.111654331153608,,9.692367780840497,5.478070154289215,,,,4.224008149292806,,8.63260406987797,,,,,,,7.024386306169014,,,,,,,9.580020105187597,,,8.364480681578453,,,,,,,,,,,4.306135258436866,,,,9.313011623133434,,,,,,4.39016893654157,,,,,,,4.053949198627297,,6.111654331153608,,,,,,,,,,,,,,,,7.024386306169014,,,,,10.264227896467698,,11.128490477670148,,,,,,8.056943309131281,9.692367780840497,,,4.39016893654157,,10.264227896467698,,,,,,,,11.777919007789142,,5.478070154289215,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,9.272948151106249,,,4.96921177879121,,,,,,,,,,,9.272948151106249,,,,,,,,,,,,,,,,,,,,,10.329896434779279,4.224008149292806,,4.306135258436866,,,,,,,,,,,,,,9.580020105187597,,,,,,,4.96921177879121,,,,
