,"('E', 'E')","('E', 'F')","('E', 'J')","('E', 'K')","('E', 'C')","('E', 'B')","('E', 'O')","('E', 'N')","('E', 'D')","('E', 'H')","('E', 'L')","('E', 'A')","('E', 'M')","('E', 'I')","('E', 'G')","('F', 'E')","('F', 'F')","('F', 'J')","('F', 'K')","('F', 'C')","('F', 'B')","('F', 'O')","('F', 'N')","('F', 'D')","('F', 'H')","('F', 'L')","('F', 'A')","('F', 'M')","('F', 'I')","('F', 'G')","('J', 'E')","('J', 'F')","('J', 'J')","('J', 'K')","('J', 'C')","('J', 'B')","('J', 'O')","('J', 'N')","('J', 'D')","('J', 'H')","('J', 'L')","('J', 'A')","('J', 'M')","('J', 'I')","('J', 'G')","('K', 'E')","('K', 'F')","('K', 'J')","('K', 'K')","('K', 'C')","('K', 'B')","('K', 'O')","('K', 'N')","('K', 'D')","('K', 'H')","('K', 'L')","('K', 'A')","('K', 'M')","('K', 'I')","('K', 'G')","('C', 'E')","('C', 'F')","('C', 'J')","('C', 'K')","('C', 'C')","('C', 'B')","('C', 'O')","('C', 'N')","('C', 'D')","('C', 'H')","('C', 'L')","('C', 'A')","('C', 'M')","('C', 'I')","('C', 'G')","('B', 'E')","('B', 'F')","('B', 'J')","('B', 'K')","('B', 'C')","('B', 'B')","('B', 'O')","('B', 'N')","('B', 'D')","('B', 'H')","('B', 'L')","('B', 'A')","('B', 'M')","('B', 'I')","('B', 'G')","('O', 'E')","('O', 'F')","('O', 'J')","('O', 'K')","('O', 'C')","('O', 'B')","('O', 'O')","('O', 'N')","('O', 'D')","('O', 'H')","('O', 'L')","('O', 'A')","('O', 'M')","('O', 'I')","('O', 'G')","('N', 'E')","('N', 'F')","('N', 'J')","('N', 'K')","('N', 'C')","('N', 'B')","('N', 'O')","('N', 'N')","('N', 'D')","('N', 'H')","('N', 'L')","('N', 'A')","('N', 'M')","('N', 'I')","('N', 'G')","('D', 'E')","('D', 'F')","('D', 'J')","('D', 'K')","('D', 'C')","('D', 'B')","('D', 'O')","('D', 'N')","('D', 'D')","('D', 'H')","('D', 'L')","('D', 'A')","('D', 'M')","('D', 'I')","('D', 'G')","('H', 'E')","('H', 'F')","('H', 'J')","('H', 'K')","('H', 'C')","('H', 'B')","('H', 'O')","('H', 'N')","('H', 'D')","('H', 'H')","('H', 'L')","('H', 'A')","('H', 'M')","('H', 'I')","('H', 'G')","('L', 'E')","('L', 'F')","('L', 'J')","('L', 'K')","('L', 'C')","('L', 'B')","('L', 'O')","('L', 'N')","('L', 'D')","('L', 'H')","('L', 'L')","('L', 'A')","('L', 'M')","('L', 'I')","('L', 'G')","('A', 'E')","('A', 'F')","('A', 'J')","('A', 'K')","('A', 'C')","('A', 'B')","('A', 'O')","('A', 'N')","('A', 'D')","('A', 'H')","('A', 'L')","('A', 'A')","('A', 'M')","('A', 'I')","('A', 'G')","('M', 'E')","('M', 'F')","('M', 'J')","('M', 'K')","('M', 'C')","('M', 'B')","('M', 'O')","('M', 'N')","('M', 'D')","('M', 'H')","('M', 'L')","('M', 'A')","('M', 'M')","('M', 'I')","('M', 'G')","('I', 'E')","('I', 'F')","('I', 'J')","('I', 'K')","('I', 'C')","('I', 'B')","('I', 'O')","('I', 'N')","('I', 'D')","('I', 'H')","('I', 'L')","('I', 'A')","('I', 'M')","('I', 'I')","('I', 'G')","('G', 'E')","('G', 'F')","('G', 'J')","('G', 'K')","('G', 'C')","('G', 'B')","('G', 'O')","('G', 'N')","('G', 'D')","('G', 'H')","('G', 'L')","('G', 'A')","('G', 'M')","('G', 'I')","('G', 'G')"
28,,,,,,,,5.478070154289215,,,,,,,8.364480681578453,,,,,,,,,,,8.056943309131281,,,,,,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
29,,,,,,,,5.478070154289215,,,,,,,8.364480681578453,,,,,,,,,,,8.056943309131281,,,,,,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
30,,,,,,,,5.478070154289215,,,,,,,8.364480681578453,,,,,,,,,,,8.056943309131281,,,,,,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
31,,,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,,,,,,,,,,,8.056943309131281,,,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
32,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
33,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
34,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
35,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
36,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
37,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
38,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
39,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
40,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
41,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
42,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
43,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
44,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
45,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
46,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
47,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
48,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
49,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
50,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
51,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
52,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,8.63260406987797,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,8.63260406987797,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
53,,9.692367780840497,9.313011623133434,,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,8.63260406987797,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,8.63260406987797,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
54,,9.692367780840497,9.313011623133434,6.111654331153608,,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,,,,,,,,8.056943309131281,,10.264227896467698,,,9.313011623133434,4.39016893654157,,,,,,,,,,,,,,6.111654331153608,,,,,4.053949198627297,,,,,,,,,,,,,,,,9.272948151106249,,,,,,11.128490477670148,4.96921177879121,,,,,4.053949198627297,,,,11.777919007789142,8.63260406987797,,,,,,,,,,,9.272948151106249,,,,,,,,,,,5.478070154289215,,,,,11.777919007789142,,,,,,,,,,,,,,,8.63260406987797,,,,,,,7.024386306169014,9.580020105187597,,4.224008149292806,,,,,,,,,,10.329896434779279,,,,4.306135258436866,,8.056943309131281,,,,,,,,10.329896434779279,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,,7.024386306169014,,,,,,,,,,,4.96921177879121,,,,9.580020105187597,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,,,
