,"('A', 'A')","('A', 'E')","('A', 'H')","('A', 'D')","('A', 'F')","('A', 'C')","('A', 'I')","('A', 'J')","('A', 'B')","('A', 'G')","('E', 'A')","('E', 'E')","('E', 'H')","('E', 'D')","('E', 'F')","('E', 'C')","('E', 'I')","('E', 'J')","('E', 'B')","('E', 'G')","('H', 'A')","('H', 'E')","('H', 'H')","('H', 'D')","('H', 'F')","('H', 'C')","('H', 'I')","('H', 'J')","('H', 'B')","('H', 'G')","('D', 'A')","('D', 'E')","('D', 'H')","('D', 'D')","('D', 'F')","('D', 'C')","('D', 'I')","('D', 'J')","('D', 'B')","('D', 'G')","('F', 'A')","('F', 'E')","('F', 'H')","('F', 'D')","('F', 'F')","('F', 'C')","('F', 'I')","('F', 'J')","('F', 'B')","('F', 'G')","('C', 'A')","('C', 'E')","('C', 'H')","('C', 'D')","('C', 'F')","('C', 'C')","('C', 'I')","('C', 'J')","('C', 'B')","('C', 'G')","('I', 'A')","('I', 'E')","('I', 'H')","('I', 'D')","('I', 'F')","('I', 'C')","('I', 'I')","('I', 'J')","('I', 'B')","('I', 'G')","('J', 'A')","('J', 'E')","('J', 'H')","('J', 'D')","('J', 'F')","('J', 'C')","('J', 'I')","('J', 'J')","('J', 'B')","('J', 'G')","('B', 'A')","('B', 'E')","('B', 'H')","('B', 'D')","('B', 'F')","('B', 'C')","('B', 'I')","('B', 'J')","('B', 'B')","('B', 'G')","('G', 'A')","('G', 'E')","('G', 'H')","('G', 'D')","('G', 'F')","('G', 'C')","('G', 'I')","('G', 'J')","('G', 'B')","('G', 'G')"
49,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
50,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
51,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
52,,,,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
53,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
54,,,5.297972194380703,,,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
55,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
56,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,,,7.278982756515468,,6.248261628532093,,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
57,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,,,,,,,,
58,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,,,,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
59,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,,,,,,,13.218025940068083,14.852215206607578,7.448109251514262,,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,,,7.7787134167164185,,,,,13.341104266407502,,,,,,,,
60,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,,,7.278982756515468,,,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
61,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,,,7.278982756515468,,6.248261628532093,,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
62,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
63,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,,,5.788001980784582,,,,,,13.218025940068083,,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
64,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,,,,,,,13.218025940068083,14.852215206607578,7.448109251514262,,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
65,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
66,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,,,,,
67,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,,,,,,,,
68,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
69,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
70,,,5.297972194380703,,,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
71,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
72,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
73,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
74,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
75,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
76,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
77,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
78,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
79,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
